黑龙江职业学院,黑龙江省,哈尔滨市,专科
哈尔滨现代公共关系职业学院,黑龙江省教育厅,哈尔滨市,专科
黑龙江三江美术职业学院,黑龙江省教育厅,哈尔滨市,专科
黑龙江煤炭职业技术学院,黑龙江省,双鸭山市,专科
黑龙江信息技术职业学院,黑龙江省,哈尔滨市,专科
黑龙江生态工程职业学院,黑龙江省,哈尔滨市,专科
七台河职业学院,黑龙江省,七台河市,专科
黑龙江艺术职业学院,黑龙江省,哈尔滨市,专科
哈尔滨华夏计算机职业技术学院,黑龙江省教育厅,哈尔滨市,专科
黑龙江生物科技职业学院,黑龙江省,哈尔滨市,专科
黑龙江公安警官职业学院,黑龙江省,哈尔滨市,专科
黑龙江农垦科技职业学院,黑龙江省,绥化市,专科
黑龙江商业职业学院,黑龙江省,牡丹江市,专科
哈尔滨科学技术职业学院,黑龙江省,哈尔滨市,专科
黑龙江民族职业学院,黑龙江省,哈尔滨市,专科
哈尔滨铁道职业技术学院,黑龙江省,哈尔滨市,专科
黑龙江粮食职业学院,黑龙江省,哈尔滨市,专科
哈尔滨江南职业技术学院,黑龙江省教育厅,哈尔滨市,专科
哈尔滨应用职业技术学院,黑龙江省教育厅,哈尔滨市,专科
黑龙江交通职业技术学院,黑龙江省,齐齐哈尔市,专科
佳木斯职业学院,黑龙江省,佳木斯市,专科
齐齐哈尔理工职业学院,黑龙江省教育厅,齐齐哈尔市,专科
哈尔滨工程技术职业学院,黑龙江省教育厅,哈尔滨市,专科
哈尔滨职业技术学院,黑龙江省,哈尔滨市,专科
哈尔滨电力职业技术学院,黑龙江省,哈尔滨市,专科
复旦大学,教育部,上海市,本科
同济大学,教育部,上海市,本科
上海交通大学,教育部,上海市,本科
华东理工大学,教育部,上海市,本科
东华大学,教育部,上海市,本科
华东师范大学,教育部,上海市,本科
上海外国语大学,教育部,上海市,本科
上海财经大学,教育部,上海市,本科
上海大学,上海市,上海市,本科
上海理工大学,上海市,上海市,本科
上海海事大学,上海市,上海市,本科
上海工程技术大学,上海市,上海市,本科
上海海洋大学,上海市,上海市,本科
上海中医药大学,上海市,上海市,本科
上海师范大学,上海市,上海市,本科
华东政法大学,上海市,上海市,本科
上海海关学院,海关总署,上海市,本科
上海建桥学院,上海市教委,上海市,本科
上海政法学院,上海市,上海市,本科
上海电机学院,上海市,上海市,本科
上海第二工业大学,上海市,上海市,本科
上海电力学院,上海市,上海市,本科
上海应用技术学院,上海市,上海市,本科
上海对外贸易学院,上海市,上海市,本科
上海立信会计学院,上海市,上海市,本科
上海金融学院,上海市,上海市,本科
上海商学院,上海市,上海市,本科
上海体育学院,上海市,上海市,本科
上海音乐学院,上海市,上海市,本科
上海戏剧学院,上海市,上海市,本科
